Id,SalePrice
2658,119950.0
2718,133625.0
2414,180416.25
1989,83850.0
625,148625.0
333,95475.0
1327,114225.0
858,135337.5
95,148500.0
1568,140250.0
2482,148875.0
1364,108100.0
2584,139875.0
818,243000.0
2673,122250.0
2089,126850.0
1297,241807.5
790,126475.0
2616,202225.0
720,152500.0
222,127787.5
557,139250.0
1148,150625.0
2766,226870.0
534,176500.0
1452,124062.5
630,144850.0
2648,113251.0
125,138125.0
1904,127712.5
1670,122625.0
756,125500.0
717,121169.0
1032,155987.5
852,199724.75
1731,177141.25
2639,81600.0
2071,96575.0
1267,112419.0
1851,233524.5
567,158858.25
2439,184122.5
1898,128277.0
647,162200.0
2256,235622.5
979,89600.0
1444,221350.0
2485,163750.0
157,130250.0
88,133600.0
2003,112600.0
186,112419.0
1425,232312.5
2695,149225.0
738,156500.0
395,120812.5
1353,154100.0
1878,117750.0
390,179725.0
1456,208000.0
1103,315100.0
1387,110177.25
2070,124312.5
1199,199000.0
2479,180975.0
501,378125.0
2362,130525.0
1718,205750.0
2188,108250.0
1483,145912.5
2557,115250.0
437,322750.0
2224,188000.0
1628,166100.0
397,146125.0
587,169625.0
971,114839.5
2611,140487.5
1887,106600.0
2399,397375.0
2148,199224.75
304,132875.0
1997,185350.0
2817,138625.0
1431,235625.0
427,342290.5
263,119875.0
598,148737.5
2895,226000.0
687,129500.0
1822,129687.5
2191,136975.0
179,107700.0
1009,185000.0
2010,186125.0
1991,188750.0
1411,142875.0
1721,230475.0
1144,203975.0
593,194162.5
575,241125.0
1249,153925.0
1604,132000.0
1064,358750.0
1923,131875.0
1988,122750.0
2325,179875.0
114,192325.0
2700,146875.0
217,133475.0
343,152000.0
386,233250.0
2005,118000.0
2908,138400.0
1814,207000.0
2446,359625.0
208,117125.0
1679,107375.0
822,257800.0
6,188875.0
1781,369008.75
2397,320790.5
2340,325331.5
1618,181572.5
2843,196750.0
1061,366125.0
2786,137975.0
1935,143125.0
1341,131250.0
521,243500.0
2136,145875.0
996,190875.0
227,162750.0
135,144700.0
1167,171475.0
294,198625.0
1776,219490.25
540,150875.0
1717,205000.0
2303,135250.0
116,184700.0
127,141375.0
1371,134875.0
1014,147750.0
1507,97350.0
702,142875.0
750,119125.0
261,162625.0
1559,79978.5
577,249625.0
2812,195850.0
2080,133450.0
1368,102125.0
2376,137875.0
659,95300.0
1235,137725.0
332,84950.0
1917,143500.0
2094,193875.0
1460,209850.0
1471,214225.0
1509,121975.0
1922,129200.0
433,445914.25
460,228000.0
1116,241100.0
1137,154750.0
53,186375.0
2354,251296.25
1475,202524.75
1761,205000.0
842,151000.0
2739,163475.0
2509,158100.0
1007,181225.0
2610,151787.5
1952,90125.0
2719,134125.0
2921,84987.5
1966,145125.0
292,123525.0
1204,181475.0
1829,242625.0
2419,175076.0
391,177625.0
798,117725.0
481,184550.0
193,166125.0
555,130812.5
899,129500.0
2357,180000.0
328,118350.0
1356,125125.0
1154,143100.0
1730,169606.25
2249,142375.0
1119,286062.5
2856,139500.0
1394,158750.0
2587,142062.5
61,287750.0
2661,144500.0
2711,154312.5
1147,141712.5
757,113687.5
2623,117525.0
2378,147475.0
1413,139975.0
1722,198137.5
1112,252075.0
1623,196375.0
1201,185125.0
1513,101750.0
957,223500.0
1171,280497.5
1145,186750.0
2726,218441.0
703,136225.0
760,110100.0
1964,141875.0
2512,224750.0
159,142771.75
1281,171750.0
468,178980.0
290,114375.0
665,56572.25
1463,197518.75
1792,192375.0
