Id,SalePrice
2658,121376.4414172837
2718,169912.7029374064
2414,221068.08512400842
1989,109505.81004480421
625,190511.16489631217
333,80701.4095062509
1327,101904.8538090205
858,154789.26719666034
95,170059.08352334925
1568,157413.97594560735
2482,151211.74453140274
1364,120380.80535359259
2584,139953.20482093442
818,273058.5040091179
2673,138869.39304753457
2089,130882.00064504628
1297,176499.7238533704
790,117651.23930276008
2616,200173.32963589663
720,183235.8582967761
222,159958.03302411438
557,128847.79866906874
1148,191072.93544310852
2766,149776.54884033272
534,179317.2731980023
1452,117441.2702713274
630,128478.14071133982
2648,122990.63335674835
125,173069.67802936878
1904,46267.449222310504
1670,99620.00696064623
756,99347.4005578928
717,184202.02166685156
1032,154574.1355515581
852,222993.2820850287
1731,180816.3610536603
2639,119738.7696707366
2071,89183.58628185916
1267,128260.71560117867
1851,201083.20864545825
567,170429.9186605477
2439,208702.75548292548
1898,154515.67940993828
647,156293.36791968544
2256,212388.4399944496
979,92772.97033191072
1444,218783.39782802318
2485,128449.33407268097
157,131273.51991805836
88,115427.28537987218
2003,100863.91588906599
186,185117.59433321402
1425,241763.69374663645
2695,127917.35359989444
738,101162.6576265748
395,155439.26028801632
1353,159642.91081315608
1878,143678.0828058334
390,149911.42421474127
1456,234754.16151253768
1103,318402.3354318346
1387,120962.97885635172
2070,149149.3941658798
1199,162866.94745450313
2479,187203.34604774517
501,342551.44840905606
2362,86432.0533778284
1718,227342.76697269044
2188,104531.87326448184
1483,159994.2964720566
2557,97799.70465153574
437,349736.9678121939
2224,217384.16280663238
1628,163869.19120558203
397,142530.27088802058
587,198419.34379704852
971,147437.55737862943
2611,141044.0937923868
1887,96335.78000981583
2399,357466.43501378666
2148,201816.77134077958
304,138320.77509199714
1997,137219.59262904272
2817,119901.04807233167
1431,225581.3398737835
427,352784.1536533757
263,121965.38554875398
598,181954.94950642547
2895,223347.00294215823
687,134868.8892820156
1822,132018.34004216013
2191,100307.49656216455
179,114304.50338363732
1009,232337.04253176518
2010,130031.82775324016
1991,134567.40532917023
1411,200694.99622014564
1721,242951.097179519
1144,200910.1750890523
593,207294.33370137872
575,314044.3500550593
1249,161584.4705500077
1604,121594.7205472067
1064,419207.8057075469
1923,147988.55503949412
1988,111257.37985385163
2325,173511.39151202966
114,200388.72039544582
2700,166425.23671775218
217,128270.83012029494
343,185218.9859259426
386,214449.75897349388
2005,114482.54655564892
2908,136531.3191228512
1814,237659.48700483714
2446,426945.343698476
208,140343.17252807133
1679,106790.10377590076
822,312599.8794103042
6,194421.0837382428
1781,364720.74203002773
2397,315604.31568030507
2340,318346.9767418703
1618,163281.2818980559
2843,158666.69354335513
1061,365176.0761188711
2786,120502.9429109034
1935,133717.4980022225
1341,125780.08998065589
521,261832.56291586166
2136,144324.96951977655
996,215631.9833996617
227,152219.520387833
135,166284.08593702255
1167,160064.59029486528
294,229611.97207774722
1776,203775.766547924
540,161689.0737916587
1717,235361.88647624681
2303,122908.05422943231
116,189324.30748919587
127,149013.34842551878
1371,124701.2962761278
1014,151457.35894200034
1507,116420.62556394021
702,131197.36439580825
750,146210.46991803462
261,135980.6179816209
1559,65012.12736752757
577,217650.6396824807
2812,189857.0369326786
2080,152180.1150355894
1368,114253.2655034666
2376,121439.26437175371
659,122149.16242082667
1235,136554.36097191504
332,69031.21733054401
1917,143032.95829819777
2094,243074.96973299145
1460,266360.018233196
1471,236054.05894927832
1509,117999.9197181495
1922,126333.13219637159
433,478185.37912350043
460,261627.08483682916
1116,240768.1233802252
1137,159871.55520652543
53,167711.40570404672
2354,264622.7753748145
1475,194611.9407283057
1761,389688.1649960978
842,142350.45614319708
2739,191413.27357537983
2509,151297.40837081755
1007,190902.49104707924
2610,179259.79395412357
1952,90656.79730565328
2719,168200.41459640313
2921,75892.41551933509
1966,151377.50790153386
292,121291.0659330812
1204,186766.54820993924
1829,271466.19333964196
2419,192500.2554007864
391,157323.03292622228
798,100060.30113460559
481,204844.22629468137
193,205235.08869889245
555,123960.88615193056
899,65376.81804251495
2357,191252.13726744585
328,136571.09323353317
1356,106871.73566100905
1154,109327.95797481382
1730,194216.6626758606
2249,171224.67338129805
1119,292295.27232238103
2856,142709.87233932462
1394,119326.79840224679
2587,117966.6660063893
61,327194.9393232695
2661,179889.03188803044
2711,115535.54144104401
1147,173155.8299144699
757,121049.3367682297
2623,112695.27581977256
2378,149826.86538081738
1413,141786.47789032312
1722,223912.74446121178
1112,240679.7217905179
1623,191371.69023414142
1201,205516.23184815072
1513,119818.14784578582
957,137450.5009239372
1171,239935.90593626804
1145,190219.27268187102
2726,221141.36702491037
703,140281.74940549984
760,121934.42758729531
1964,159217.0979923396
2512,181401.88847162685
159,117200.77575653003
1281,172143.78661851346
468,190558.00183519872
290,126225.95250933195
665,108582.44987905287
1463,244299.64545810726
1792,218684.61520637682
923,159576.04094400592
500,290317.48409599636
1408,173258.22002132522
331,79221.6925202135
170,150700.5752840556
2192,98484.40661633654
2571,198656.24402255035
2314,169770.69327487325
2647,80644.60124478188
422,410291.383242709
2457,337320.19935926097
1838,198952.62100463494
2805,247010.48648410183
1645,156596.3021250819
1711,310722.3962227929
2825,238950.69087642053
322,318000.19327711145
2103,259576.1780330615
342,107963.23623547278
600,127834.7695523048
488,171444.42775099588
1725,295419.67648430844
2246,301228.41520946054
2847,141350.74025222263
806,225631.22505878133
530,240096.92088856097
963,186861.46882942706
