Id,SalePrice
2658,171076.31092743544
2718,135648.54820788084
2414,222074.8864909641
1989,131199.74453817398
625,177749.51643199573
333,86874.37447920564
1327,86874.37447920564
858,128975.34270332055
95,222074.8864909641
1568,175525.1145971423
2482,177749.51643199573
1364,173300.71276228887
2584,177749.51643199573
818,222074.8864909641
2673,173300.71276228887
2089,131199.74453817398
1297,175525.1145971423
790,133424.1463730274
2616,175525.1145971423
720,257502.6492105187
222,126750.94086846712
557,131199.74453817398
1148,177749.51643199573
2766,177749.51643199573
534,219850.4846561107
1452,128975.34270332055
630,91323.1781489125
2648,131199.74453817398
125,173300.71276228887
1904,44773.406255090726
1670,86874.37447920564
756,89098.77631405907
717,217626.08282125724
1032,131199.74453817398
852,222074.8864909641
1731,222074.8864909641
2639,86874.37447920564
2071,84649.97264435221
1267,128975.34270332055
1851,222074.8864909641
567,177749.51643199573
2439,222074.8864909641
1898,131199.74453817398
647,128975.34270332055
2256,219850.4846561107
979,86874.37447920564
1444,222074.8864909641
2485,133424.1463730274
157,128975.34270332055
88,133424.1463730274
2003,133424.1463730274
186,257502.6492105187
1425,266400.2565499324
2695,131199.74453817398
738,133424.1463730274
395,171076.31092743544
1353,219850.4846561107
1878,133424.1463730274
390,222074.8864909641
1456,222074.8864909641
1103,266400.2565499324
1387,135648.54820788084
2070,131199.74453817398
1199,219850.4846561107
2479,177749.51643199573
501,266400.2565499324
2362,91323.1781489125
1718,177749.51643199573
2188,42549.004420237296
1483,177749.51643199573
2557,89098.77631405907
437,266400.2565499324
2224,179973.91826684916
1628,222074.8864909641
397,128975.34270332055
587,177749.51643199573
971,135648.54820788084
2611,177749.51643199573
1887,128975.34270332055
2399,310725.6266089007
2148,222074.8864909641
304,177749.51643199573
1997,128975.34270332055
2817,86874.37447920564
1431,177749.51643199573
427,266400.2565499324
263,131199.74453817398
598,177749.51643199573
2895,264175.854715079
687,173300.71276228887
1822,128975.34270332055
2191,84649.97264435221
179,173300.71276228887
1009,266400.2565499324
2010,128975.34270332055
1991,175525.1145971423
1411,131199.74453817398
1721,266400.2565499324
1144,177749.51643199573
593,264175.854715079
575,257502.6492105187
1249,177749.51643199573
1604,133424.1463730274
1064,355050.9966678691
1923,175525.1145971423
1988,124526.53903361369
2325,177749.51643199573
114,177749.51643199573
2700,177749.51643199573
217,93547.57998376596
343,177749.51643199573
386,266400.2565499324
2005,84649.97264435221
2908,133424.1463730274
1814,222074.8864909641
2446,355050.9966678691
208,124526.53903361369
1679,133424.1463730274
822,310725.6266089007
6,175525.1145971423
1781,355050.9966678691
2397,266400.2565499324
2340,310725.6266089007
1618,175525.1145971423
2843,89098.77631405907
1061,310725.6266089007
2786,128975.34270332055
1935,128975.34270332055
1341,128975.34270332055
521,310725.6266089007
2136,133424.1463730274
996,177749.51643199573
227,133424.1463730274
135,171076.31092743544
1167,177749.51643199573
294,219850.4846561107
1776,219850.4846561107
540,222074.8864909641
1717,177749.51643199573
2303,128975.34270332055
116,173300.71276228887
127,131199.74453817398
1371,173300.71276228887
1014,184422.72193655604
1507,126750.94086846712
702,133424.1463730274
750,175525.1145971423
261,173300.71276228887
1559,86874.37447920564
577,222074.8864909641
2812,222074.8864909641
2080,175525.1145971423
1368,173300.71276228887
2376,133424.1463730274
659,126750.94086846712
1235,128975.34270332055
332,91323.1781489125
1917,173300.71276228887
2094,222074.8864909641
1460,266400.2565499324
1471,177749.51643199573
1509,131199.74453817398
1922,128975.34270332055
433,355050.9966678691
460,310725.6266089007
1116,266400.2565499324
1137,177749.51643199573
53,222074.8864909641
2354,222074.8864909641
1475,222074.8864909641
1761,355050.9966678691
842,133424.1463730274
2739,133424.1463730274
2509,222074.8864909641
1007,222074.8864909641
2610,173300.71276228887
1952,131199.74453817398
2719,135648.54820788084
2921,89098.77631405907
1966,133424.1463730274
292,140097.35187758773
1204,222074.8864909641
1829,217626.08282125724
2419,222074.8864909641
391,177749.51643199573
798,177749.51643199573
481,222074.8864909641
193,217626.08282125724
555,133424.1463730274
899,49222.2099247976
2357,222074.8864909641
328,131199.74453817398
1356,173300.71276228887
1154,133424.1463730274
1730,177749.51643199573
2249,175525.1145971423
1119,266400.2565499324
2856,133424.1463730274
1394,131199.74453817398
2587,128975.34270332055
61,266400.2565499324
2661,219850.4846561107
2711,173300.71276228887
1147,177749.51643199573
757,173300.71276228887
2623,89098.77631405907
2378,177749.51643199573
1413,171076.31092743544
1722,266400.2565499324
1112,177749.51643199573
1623,177749.51643199573
1201,175525.1145971423
1513,84649.97264435221
957,222074.8864909641
1171,310725.6266089007
1145,222074.8864909641
2726,219850.4846561107
703,215401.68098640378
760,86874.37447920564
1964,128975.34270332055
2512,222074.8864909641
159,177749.51643199573
1281,177749.51643199573
468,177749.51643199573
290,175525.1145971423
665,128975.34270332055
1463,266400.2565499324
1792,222074.8864909641
923,135648.54820788084
500,222074.8864909641
1408,128975.34270332055
331,86874.37447920564
170,89098.77631405907
2192,89098.77631405907
2571,268624.6583847859
2314,177749.51643199573
2647,128975.34270332055
422,310725.6266089007
2457,266400.2565499324
1838,222074.8864909641
2805,266400.2565499324
1645,177749.51643199573
1711,266400.2565499324
2825,222074.8864909641
322,310725.6266089007
2103,266400.2565499324
342,177749.51643199573
600,84649.97264435221
488,177749.51643199573
1725,310725.6266089007
2246,266400.2565499324
2847,177749.51643199573
806,266400.2565499324
530,222074.8864909641
963,177749.51643199573
2678,44773.406255090726
171,84649.97264435221
2401,310725.6266089007
805,222074.8864909641
2259,171076.31092743544
1748,222074.8864909641
1361,175525.1145971423
1677,177749.51643199573
1406,177749.51643199573
2322,222074.8864909641
688,177749.51643199573
143,131199.74453817398
804,222074.8864909641
1214,177749.51643199573
2828,177749.51643199573
1999,175525.1145971423
2467,222074.8864909641
2665,217626.08282125724
1538,257502.6492105187
398,86874.37447920564
2822,135648.54820788084
2157,177749.51643199573
1856,128975.34270332055
1269,133424.1463730274
2570,133424.1463730274
2320,266400.2565499324
1517,171076.31092743544
2304,133424.1463730274
1312,128975.34270332055
2012,175525.1145971423
506,219850.4846561107
2865,171076.31092743544
2367,177749.51643199573
554,182198.3201017026
238,131199.74453817398
1954,128975.34270332055
2488,175525.1145971423
2291,93547.57998376596
1969,131199.74453817398
2725,131199.74453817398
1482,177749.51643199573
2763,222074.8864909641
503,222074.8864909641
1584,266400.2565499324
1531,182198.3201017026
2210,175525.1145971423
459,310725.6266089007
556,131199.74453817398
1347,133424.1463730274
1290,135648.54820788084
1388,137872.95004273427
1571,131199.74453817398
2754,222074.8864909641
765,133424.1463730274
2494,131199.74453817398
2870,128975.34270332055
7,266400.2565499324
1114,222074.8864909641
2418,266400.2565499324
291,86874.37447920564
18,317398.83211346105
39,310725.6266089007
1001,266400.2565499324
2442,222074.8864909641
